@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'implement secur awar and train program for all member of it workforc includ manag',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'ii implement specif',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
implement,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'secur remind address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'period secur updat',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'b protect from malici softwar address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'procedur for guard and report malici softwar',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'c log in monitor address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'procedur for monitor log in attempt and report discrep',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'd password manag address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'procedur for and safeguard password',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'standard secur incid procedur',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement polici and procedur address secur incid',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'ii implement specif respons and report requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'identifi and respond suspect or known secur incid extent harm effect of secur incid that ar known cover entiti and document secur incid and their outcom',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'standard conting plan',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'establish and implement as need polici and procedur for respond emerg or other occurr for system and natur disast that damag system that contain electron protect health inform',no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,45CFRhipaa
'ii implement specif',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'data backup plan requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'establish and implement procedur creat and maintain retriev exact copi of electron protect health inform',no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,45CFRhipaa
'b disast recoveri plan requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'establish and implement as need procedur restor ani loss of data',no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,45CFRhipaa
'c emerg mode oper plan requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'd test and revis procedur address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement procedur for period test and revis of conting plan',no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,45CFRhipaa
'e applic and data critic analysi address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'assess rel critic of specif applic and data in support of other conting plan compon',no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,45CFRhipaa
'standard evalu',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'perform period technic and nontechn base initi upon standard implement under thi rule and in respons environment or oper chang affect secur of electron protect health that establish extent which entiti secur polici and procedur meet requir of thi subpart',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'standard busi associ contract and other arrang',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'cover in accord with mai permit busi associ or transmit electron protect health inform on cover entiti behalf onli if cover entiti obtain satisfactori in accord with that busi associ will appropri safeguard inform',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'thi standard doe not appli with respect',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i transmiss by cover entiti of electron protect health inform health care provid concern treatment of individu',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'ii transmiss of electron protect health inform by group health plan or hmo or health insur issuer on behalf of group health plan plan extent that requir of and appli and ar met or',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'iii transmiss of electron protect health inform from or other agenc provid servic at when cover entiti is health plan that is govern program provid public if requir of ar met',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'cover entiti that violat satisfactori assur it provid as busi associ of anoth cover entiti will in noncompli with implement and requir of thi paragraph and',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement specif written contract or other arrang requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'document satisfactori assur requir by paragraph of thi section through written contract or other arrang with busi associ that meet applic requir of',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'physic safeguard',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'cover entiti in accord with',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'standard facil access control',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement polici and procedur limit physic access it electron inform system and facil or facil in which thei ar while ensur that properli author access is allow',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement specif',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i conting oper address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'establish and implement as need procedur that allow facil access in support of restor of lost data under disast recoveri plan and emerg mode oper plan in event of emerg',no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,45CFRhipaa
'ii facil secur plan address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement polici and procedur safeguard facil and equip therein from unauthor physic and theft',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'iii access control and valid procedur address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement procedur control and valid person access facil base on their role or includ visitor and control of access softwar program for test and revis',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'iv mainten record address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement polici and procedur document repair and modif physic compon of facil which ar relat secur for and lock',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'b standard workstat us',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement polici and procedur that specifi proper function manner in which those function ar and physic attribut of surround of specif workstat or class of workstat that can access electron protect health inform',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'c standard workstat secur',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement physic safeguard for all workstat that access electron protect health restrict access author user',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'standard devic and media control',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement polici and procedur that govern receipt and remov of hardwar and electron media that contain electron protect health inform into and out of and movement of these item within facil',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'implement specif',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i dispos requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement polici and procedur address final disposit of electron protect health possibl and possibl hardwar or electron media on which it is store',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'ii media re us requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement procedur for remov of electron protect health inform from electron media befor media ar made avail for re us',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'iii account address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'maintain record of movement of hardwar and electron media and ani person respons therefor',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'iv data backup and storag address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'creat exact copi of electron protect health when befor movement of equip',no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,45CFRhipaa
'technic safeguard',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'cover entiti in accord with standard access control',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement technic polici and procedur for electron inform system that maintain electron protect health inform allow access onli those person or softwar program that been grant access right as specifi in',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement specif',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i uniqu user identif requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'assign uniqu name possibl and possibl number for identifi and track user ident',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,45CFRhipaa
'ii emerg access procedur requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'establish and implement as need procedur for obtain necessari electron protect health inform dure emerg',yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,45CFRhipaa
'iii automat logoff address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement electron procedur that termin electron session after predetermin time of inact',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'iv encrypt and decrypt address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement mechan encrypt and decrypt electron protect health inform',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'b standard audit control',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement possibl and possibl procedur mechan that record and examin activ in inform system that contain or us electron protect health inform',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'standard integr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement polici and procedur protect electron protect health inform from improp alter or destruct',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'implement specif mechan authent electron protect health inform address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement electron mechan corrobor that electron protect health inform ha not been alter or destroi in unauthor manner',yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'd standard person or entiti authent',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement procedur verifi that person or entiti seek access electron protect health inform is on claim',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'standard transmiss secur',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement technic secur measur guard against unauthor access electron protect health inform that is be transmit over electron commun network',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'implement specif',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i integr control address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement secur measur ensur that electron transmit electron protect health inform is not improperli modifi without detect until dispos of',yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'ii encrypt address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement mechan encrypt electron protect health inform whenev deem appropri',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'organiz requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'standard busi associ contract or other arrang',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i contract or other arrang between cover entiti and it busi associ requir by must meet requir of paragraph or of thi as applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'ii cover entiti is not in complianc with standard in and paragraph of thi section if cover entiti knew of pattern of activ or practic of busi associ that constitut materi breach or violat of busi associ oblig under contract or other unless cover entiti took reason step cure breach or end as if such step were',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'termin contract or if feasibl or',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'b if termin is not report problem secretari',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement specif requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i busi associ contract',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'contract between cover entiti and busi associ must provid that busi associ',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement and technic safeguard that reason and appropri protect and avail of electron protect health inform that it or transmit on behalf of cover entiti as requir by thi subpart',yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'b ensur that ani includ whom it provid such inform agre implement reason and appropri safeguard protect it',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'c report cover entiti ani secur incid of which it becom awar',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'd author termin of contract by cover if cover entiti determin that busi associ ha violat materi term of contract',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'ii other arrang',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'when cover entiti and it busi associ ar both government cover entiti is in complianc with paragraph of thi',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'it enter into memorandum of understand with busi associ that contain term that accomplish object of paragraph of thi section or',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'other law includ regul adopt by cover entiti or it busi associ contain requir applic busi associ that accomplish object of paragraph of thi section',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'b if busi associ is requir by law perform function or activ on behalf of cover entiti or provid servic describ in definit of busi associ as specifi in of thi subchapt cover cover entiti mai permit busi associ or transmit electron protect health inform on it behalf extent necessari compli with legal mandat without meet requir of paragraph of thi provid that cover entiti attempt in good faith obtain satisfactori assur as requir by paragraph of thi and document attempt and reason that these assur cannot obtain',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'c cover entiti mai omit from it other arrang author of termin of contract by cover as requir by paragraph of thi section if such author is inconsist with statutori oblig of cover entiti or it busi associ',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'standard requir for group health plan',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'except when onli electron protect health inform disclos plan sponsor is disclos pursuant or or as author under group health plan must ensur that it plan document provid that plan sponsor will reason and appropri safeguard electron protect health inform or transmit or by plan sponsor on behalf of group health plan',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'implement specif requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'plan document of group health plan must amend incorpor provis requir plan sponsor',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i implement and technic safeguard that reason and appropri protect and avail of electron protect health inform that it or transmit on behalf of group health plan',yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'ii ensur that adequ separ requir by is support by reason and appropri secur measur',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'iii ensur that ani includ whom it provid thi inform agre implement reason and appropri secur measur protect inform and',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'iv report group health plan ani secur incid of which it becom awar',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'polici and procedur and document requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'cover entiti in accord with',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'standard polici and procedur',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement reason and appropri polici and procedur compli with implement or other requir of thi take into account those factor specifi in and iv',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'thi standard is not constru permit or excus action that violat ani other implement or other requir of thi subpart',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'cover entiti mai chang it polici and procedur at ani provid that chang ar document and ar implement in accord with thi subpart',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'standard document',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i maintain polici and procedur implement compli with thi subpart in written which mai electron form and',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'ii if activ or assess is requir by thi subpart maintain written which mai electron record of or assess',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'implement specif',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i time limit requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'retain document requir by paragraph of thi section for year from date of it creation or date when it last wa in whichev is later',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'ii avail requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'make document avail those person respons for implement procedur which document pertain',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'iii updat requir',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'review document and updat as in respons environment or oper chang affect secur of electron protect health inform',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,45CFRhipaa
'complianc date for initi implement of secur standard',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'health plan',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'health plan that is not small health plan must compli with applic requir of thi subpart no later than april',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'small health plan must compli with applic requir of thi subpart no later than april',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'b health care clearinghous',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'health care clearinghous must compli with applic requir of thi subpart no later than april',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'c health care provid',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'cover health care provid must compli with applic requir of thi subpart no later than april',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'subpart d',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'subpart of individu identifi health inform',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
applic,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'except as otherwis provid and implement specif of thi subpart appli cover entiti with respect protect health inform',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'b health care clearinghous must compli with and implement specif as follow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'when health care clearinghous creat or receiv protect health inform as busi associ of anoth cover clearinghous must compli with',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i section relat applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'ii section relat definit',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'iii section relat us and disclosur of protect health except that clearinghous is prohibit from us or disclos protect health inform other than as permit in busi associ contract under which it creat or receiv protect health inform',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'iv section relat organiz requir for cover entiti',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'v section relat us and disclosur for which individu author or opportun agre or object is not except that clearinghous is prohibit from us or disclos protect health inform other than as permit in busi associ contract under which it creat or receiv protect health inform',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'vi section relat transit requir and',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'vii section relat complianc date for initi implement of privaci standard',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'when health care clearinghous creat or receiv protect health inform other than as busi associ of cover clearinghous must compli with all of and implement specif of thi subpart',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'c and implement specif of thi subpart do not appli depart of defens or ani other feder or non government organ act on it when provid health care oversea foreign nation beneficiari',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
definit,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'as us in thi follow term follow mean',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'correct institut mean ani penal or correct detent work halfwai or residenti commun program center oper or under contract unit polit subdivis of state or or indian for confin or rehabilit of person charg with or convict of crimin offens or other person held in law custodi',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'other person held in law custodi includ juvenil offend adjud alien detain await person commit mental institut through crimin justic or other await charg or trial',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'implement technic polici and procedur for electron inform system that maintain electron protect health inform allow access onli those person or softwar program that been grant access right as specifi in',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'design record set mean',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'group of record maintain by or for cover entiti that is',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i medic record and bill record about individu maintain by or for cover health care provid',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'ii claim and case or medic manag record system maintain by or for health plan or',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'iii in whole or in by or for cover entiti make decis about individu',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'for purpos of thi term record mean ani or group of inform that includ protect health inform and is or dissemin by or for cover entiti',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'direct treatment relationship mean treatment relationship between individu and health care provid that is not indirect treatment relationship',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,45CFRhipaa
'health care oper mean ani of follow activ of cover entiti extent that activ ar relat cover function',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'conduct qualiti assess and improv includ outcom evalu and develop of clinic provid that obtain of generaliz knowledg is not primari purpos of ani studi result from such activ popul base activ relat improv health or reduc health care protocol case manag and care contact of health care provid and patient with inform about treatment altern and relat function that do not includ treatment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'review compet or qualif of health care evalu practition and provid health plan conduct train program in which or practition in area of health care learn under supervis practic or improv their skill as health care train of non health care or credenti activ',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'premium and other activ relat renew or replac of contract of health insur or health and or place contract for reinsur of risk relat claim for health care includ stop loss insur and excess of loss provid that requir of ar if applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'conduct or arrang for medic legal and audit includ fraud and abus detect and complianc program',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'busi plan and such as conduct cost manag and plan relat analys relat manag and oper includ formulari develop and develop or improv of method of payment or coverag polici and',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'busi manag and gener administr activ of but not limit',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i manag activ relat implement of and complianc with requir of thi subchapt',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'ii custom includ provis of data analys for polici plan or other provid that protect health inform is not disclos such polici plan or custom',yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,45CFRhipaa
'iii resolut of intern grievanc',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'iv or consolid of all or part of cover entiti with anoth cover or entiti that follow such activ will becom cover entiti and due dilig relat such activ and',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'v consist with applic requir of creat de identifi health inform or limit data and fundrais for benefit of cover entiti',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'health oversight agenc mean agenc or author of unit polit subdivis of state or or indian or person or entiti act under grant of author from or contract with such public includ employe or agent of such public agenc or it contractor or person or entiti whom it ha grant that is author by law overse health care system whether public or privat or govern program in which health inform is necessari determin elig or or enforc civil right law for which health inform is relev',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'indirect treatment relationship mean relationship between individu and health care provid in which',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'health care provid deliv health care individu base on order of anoth health care provid and',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'health care provid typic provid servic or or report diagnosi or result associ with health directli anoth health care who provid servic or product or report individu',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'inmat mean person incarcer in or otherwis confin correct institut',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'law enforc offici mean offic or employe of ani agenc or author of unit polit subdivis of state or or indian who is empow by law',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'investig or conduct offici inquiri into potenti violat of law or',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'prosecut or otherwis conduct or administr proceed aris from alleg violat of law',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'market mean',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'make commun about product or servic that encourag recipi of commun purchas or us product or unless commun is made',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i describ health relat product or servic or payment for such product or servic that is provid or includ in plan of benefit cover entiti make includ commun about entiti particip in health care provid network or health plan network replac or enhanc health plan and health relat product or servic avail onli health plan enrolle that add valu but ar not part plan of benefit',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'ii for treatment of individu or',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'iii for case manag or care coordin for or direct or recommend altern health care or set of care individu',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'payment mean',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'activ undertaken by',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
'i health plan obtain premium or determin or fulfil it respons for coverag and provis of benefit under health plan or',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,45CFRhipaa
