@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'3.2.1.3 sub-flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'hcp enter patient new user iTrust Medical Records system',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'only name email be provide',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'patient assign mid secret key initial password be personally provide user which user reset he she password',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp edit patient to datum format 6.4 all initial value except patient mid default to null possibly possibly 0 appropriate',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'patient mid be number assign when patient patient be add system not be edit',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp do not have ability to enter edit view patient security question password',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp select patient to deactivate',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp hcp be present confirmation contain name patient determine if it be patient they intend to deactivate',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'a deactivate patient not be modify log system only be reactivate administrator',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp upload comma-seperated value file contain one patient row',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'field CSV file include at least first name last name e-mail address additional column available other demographic value',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'patient be create table be populated mid temporary password be display hcp table',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'event be log',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.1.4 alternative flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'system prompt enterer editor to correct format require datum field because input that datum field do not match that specify datum format 6.4 patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'if confirmation screen do not show name intended patient HCP be then prompt input correct patient identification information again',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'if file be malform then no datum be add error message explain correct file structure be present',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'3.2.1.5 logging',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.1.6 Example CSV File',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'lastName firstName email phone',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'peddycord,barry,barry@itrust.org,555-555-5555',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'kim,donghoon,donghoon@itrust.org,555-555-5555',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'king,jason,jason@itrust.org,555-555-5555',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'anything that be valid field datum format 6.4 be accept column',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'acceptable header field currently include',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'lastName firstName email streetaddress1 streetaddress2 city state zip phone mothermid fathermid creditcardtype creditcardnumber',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'3.2.1.7 sub-flow trace',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'http or or localhost :8080 itrust auth admin addpatient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
jsp,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.2 uc2 create disable Edit Personnel Use Case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.2.1 precondition',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'iTrust Admin have authenticate himself herself iTrust Medical Records system uc3',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,itrustrqmt
'3.2.2.2 Main flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'admin create lhcp er laboratory technician lt public health agent pha',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'lhcp create UAP',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'once enter enterer editor be present screen input to approve',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'3.2.2.3 sub-flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'administrator enter lhcp er public health agent user iTrust Medical Records system initially only name email be provide',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'secret key be personally provide user which user reset he she password',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'admin specify specialty new lhcp general physician heart surgeon ob-gyn pediatrician surgeon new lt blood tissue general',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'datum personnel be edit to Data Format 6.2 all field mandatory for associate mid street address 2',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'administrator be allow to assign lhcp multiple hospital administrator choose only hospital provide hospital list pull down menu',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hospital id number lhcp be store Medical Care Personnel affiliation database datum format 6.8',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'administrator be allow to assign lt single hospital administrator choose only hospital provide hospital list pull down menu',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hospital id number lt be store Medical Care Personnel affiliation database datum format 6.11',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'lhcp enter UAP user iTrust Medical Records system to datum format 6.2 all field mandatory',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'3.2.2.4 alternative flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'system prompt enterer editor to correct format require datum field because input that datum field do not match that specify datum format 6.2 hcp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'3.2.2.5 logging',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.6 Reference document',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'inclusion er role be inspire Department Health Human Services USA Emergency Responder Electronic Health Record Use Case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.3 uc3 Authenticate Users Use Case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.3.1 precondition',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'use case uc1 uc2 have be complete user have be create',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.3.2 Main flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'user enter they mid they password to gain role-based entry iTrust Medical Records system request that they password be change',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,itrustrqmt
'session that have be inactive more than ten minute be terminate',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,itrustrqmt
'successful authentication user be direct personalized home page on they role',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,itrustrqmt
'a authenticate session end when user user log out close iTrust application',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,itrustrqmt
'3.2.3.3 sub-flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'if security question answer have be set it be not null present security question and obtain answer',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'if answer security question be correct allow user to change they password',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'email notification be send',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'electronic session terminate ten minute inactivity',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,itrustrqmt
'ensure that authentication be reset period inactivity that exceed ten minute',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,itrustrqmt
'3.2.3.4 alternative flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'user try three time',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,itrustrqmt
'after three fail attempt userid give session disallow attempt to log in IP address 15 minute see comment source code',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,itrustrqmt
'if patient have never store security question answer user be ask random password assign creation account',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,itrustrqmt
'3.2.3.5 logging',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.4 uc4 uc4 enter edit demographic use case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.4.1 precondition',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'uc1 have complete patient have be create',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'iTrust user have authenticate himself herself iTrust Medical Records system uc3',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,itrustrqmt
'3.2.4.2 Main flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'demographic information information be enter possibly possibly edit',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'enterer editor be present success failure message form be update so that enterer enterer editor correct form add more information',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,itrustrqmt
'3.2.4.3 sub-flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'patient patient personal health representative enter edit they own demographic information they security question answer to datum format 6.1',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'when answer security question be type in answer not appear screen similar how password normally appear answer be confirm by patient personal health representative before it be save',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,itrustrqmt
'hcp hcp enter mid patient then enter edit demographic information exception patient security question password to datum format 6.1',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp hcp enter edit they own demographic information to datum format 6.2',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp upload photo patient part patient demographic record',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'3.2.4.4 alternative flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'system prompt patient hcp to correct format require datum field because input that datum field do not match that specify datum format 6.1 datum format 6.2 appropriate',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'system display default placeholder image patient who do not have photograph file',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'3.2.4.5 logging',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.5 uc5 log transaction use case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.5.1 precondition',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.5.2 Main flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'any event which create view edit delete information be log',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'login failure valid authentication log out be also log',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'individual audit code relate specific use case be present each use case description',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'note subflow transaction value be use case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'example any range 100-199 be use case one any range 200-299 be use case two',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'value range 1-99 be log event which do not exist any use case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'miscellaneous transaction code 1-99 be present 5.5 below',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.5.3 sub-flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'Login failure IP Address machine transaction type = 1 timestamp be record',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,itrustrqmt
'create view modify delete information follow information be record mid the log user any appropriate secondary mid user whose information be be access transaction type correspond give action current timestamp',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,itrustrqmt
'3.2.5.4 alternative flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.5.5 logging',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.6 uc6 View HCP designate or Undesignate Designated Licensed Health Care Professional Use Case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'6.1 precondition',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'patient have authenticate himself herself iTrust Medical Records system uc3',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,itrustrqmt
'6.2 Main flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'patient choose to view all lhcp patient have ever have office visit with those whom he she have designate',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'patient also add lhcp they provider list search name possibly possibly specialty lhcp then select to add hcp they list provider',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'6.3 sub-flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'lhcp name specialty address date office visit whether not lhcp be dlhcp for this patient be indicate',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'list be sort date last office visit most recent first',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'patient choose to toggle designate undesignate any lhcp be dlhcp themselves',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'patient type last name partial last name possibly possibly provide specialty',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'patient optionally enter zip code match first three number zip code addition name possibly possibly specialty',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'lhcp name specialty address be provide',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'3.2.6.4 alternate flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.6.5 logging',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.6.6 Reference document',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'Office National Coordinator Health Information Technology ONC Consumer Empowerment Consumer access clinical information Prototype Use Case scenario 2',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.8 uc8 View access log use case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.8.1 precondition',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'patient be register user iTrust Medical Records system uc1',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,itrustrqmt
'patient have authenticate himself herself iTrust Medical Records system uc3',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,itrustrqmt
'3.2.8.2 Main flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'patient choose to view he she access log that person whom they be personal health representative',yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'patient then choose beginning end date period time they like to view they access log for',yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'result list include the follow each access name non-dlhcp accessor with link to contact information if viewer be lhcp role non-dlhcp accessor relative patient date time access transaction type see datum format 6.3',yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'3.2.8.3 sub-flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'default patient be present list sort date most recent access first',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'patient choose to view list sort role accessor relative patient personal health representative lhcp UAP Emergency Responder any order be fine as long as list be sort role date each role type most recent access first',yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'3.2.8.4 alternative flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.8.5 logging',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.9 uc9 View record use case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.9.1 precondition',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'patient be register user iTrust Medical Records system uc1',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,itrustrqmt
'iTrust user have authenticate himself herself iTrust Medical Records system uc3',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,itrustrqmt
'3.2.9.2 Main flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'patient personal health representative choose to view medical record family history',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'3.2.9.3 sub-flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'patient personal health representative see patient personal health information include historical value immunization office visit information date diagnosis medication name attend physician note laboratory procedure a they own record b record whom user be personal representative',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'if patient personal health representative have not take office visit satisfaction survey office visit yet patient choose to take survey office visit if survey have already be take patient personal health representative not have ability to take survey view they previously submit survey uc24',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'patient personal health representative see abbreviated health history they sibling parent both set grandparent which mid be available iTrust',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'they see diagnosis relate following high blood pressure systolic blood pressure 240 mmhg possibly possibly diastolic blood pressure 120 mmhg high cholesterol hdl good cholesterol level 35 mg dl milligram deciliter possibly possibly triglyceride level 250 mg dl diabetes cancer heart disease smoking cause death if family member be decease',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'3.2.9.4 alternate flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.9.5 logging',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.9.6 Reference document',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'inclusion er role be inspire Department Health Human Services USA Personalized Health Care Use Case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.9.7 sub-flow trace',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'http:\\/\\/localhost:8080\\/itrust\\/auth\\/patient\\/viewmyrecords.jsp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'no link',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'implement viewmyrecordsaction',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.10 uc10 enter edit personal health record use case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.10.1 precondition',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'hcp be register user iTrust Medical Records system uc2',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,itrustrqmt
'HCP have authenticate himself herself iTrust Medical Records system uc3',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,itrustrqmt
'3.2.10.2 Main flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'hcp choose to enter edit personal health information',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'information information be view edity',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.10.3 sub-flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'health care personnel personnel enter mid patient confirm they selection',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'health care personnel personnel enter edit personal health information editing historical value Data Format 6.4.1 6.4.2 6.4.3 6.4.4 immunization office visit information date diagnosis medication name attend physician note laboratory procedure family history mid patient mother father body Mass Index BMI drug allergy',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp indicate patient have pass away provide appropriate diagnosis code',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp graph height weight patient last 3 calendar year',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp choose graph height weight patient',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp be present chart give choose measurement either height weight patient span last 3 calendar year datum average quarter January-March April-June July-September October-December',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'each entry patient basic health information history HCP be present automatically-calculated value bmus in format digit XXXX calculate on formulum weight pound \\* 703 or height inch \\* height inch',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp hcp select medication pull down list add it list medication patient be allergic to',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'medication be check patient \'s current future prescription',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp be notify any current future prescription which patient have drug allergy',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'3.2.10.4 alternate flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'health care care professional type invalid medical identification number be prompt to try again',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'patient choose be not desire patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'health care professional professional do not confirm selection be prompt to try again',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'there be no choose measurement record quarter',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'display measurement quarter be zero',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'3.2.10.5 logging',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.11 uc11 Document office visit use case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.11.1 precondition',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'hcp be register user iTrust Medical Records system uc2',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,itrustrqmt
'iTrust user have authenticate himself herself iTrust Medical Records system uc3',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,itrustrqmt
'3.2.11.2 Main flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'hcp choose to document edit office visit',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'3.2.11.3 sub-flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'hcp hcp enter mid name patient confirm they selection',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'HCP document office visit date hospital location office visit if any default be HCP home location and note office visit',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'HCP medical identification number also be maintain',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'additionally HCP document none one more medication ndc see datum format 6.6 prescribe none one or more lab procedure that be order LOINC code see datum Format 6.11 uc26 none one more diagnosis via icd-9cm code none one or more medical procedure CPT code perform none one or more immunization give CPT Code see uc15 s1 choose appropriate pull-down list',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp also add patient referral uc33',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'all event be log uc5 s8',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'hcp hcp return office visit modify delete field office visit',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'event be log uc 5 s8 hcp be return specific office visit record to verify he she change',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'HCP have select medication prescribe pull down list',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp provide dosage milligram start end date prescription any special instruction',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'instruction contain number character space carriage return',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp provide instruction neither be empty default form field value else they not add prescription',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'hcp add prescription list medication uc37',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,itrustrqmt
'3.2.11.4 alternate flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'hcp type invalid medical identification number and be prompt to try again',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'patient choose be not desire patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'health care personnel personnel do not confirm selection be prompt to try again',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,itrustrqmt
'3.2.11.5 logging',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.11.6 Reference document',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'inclusion recording immunization be inspire Department Health Human Services USA immunization response management detailed use case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.12 uc12 determine operational profile use case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'3.2.12.1 precondition',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,itrustrqmt
'software tester have login password',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,itrustrqmt
